category,sub_category,title,description,price,image_url
Điện thoại,Realme,realme C53,"Chip Unisoc Tiger T612 | RAM: 6 GB | Dung lượng: 128 GB | Camera sau: Chính 50 MP & Phụ 0.08 MP | Camera trước: 8 MP | Pin 5000 mAh,  Sạc 33 W",4.290.000,https://cdn.tgdd.vn/Products/Images/42/306785/realme-c53-gold-thumb-1-600x600.jpg
Điện thoại,Realme,realme C51,"Chip Unisoc Tiger T612 | RAM: 4 GB | Dung lượng: 64 GB | Camera sau: Chính 50 MP & Phụ 0.3 MP | Camera trước: 5 MP | Pin 5000 mAh,  Sạc 33 W",3.290.000,https://cdn.tgdd.vn/Products/Images/42/311355/realme-c51-xanh-thumbnail-600x600.jpg
Điện thoại,Realme,realme 11 Pro+ 5G,"Chip MediaTek Dimensity 7050 5G 8 nhân | RAM: 12 GB | Dung lượng: 512 GB | Camera sau: Chính 200 MP & Phụ 8 MP, 2 MP | Camera trước: 32 MP | Pin 5000 mAh,  Sạc 100 W",13.490.000,https://cdn.tgdd.vn/Products/Images/42/309821/realme-11-pro-plus-5g-thumb-600x600.jpeg
Điện thoại,Realme,realme C60,"Chip Unisoc Tiger T612 | RAM: 4 GB | Dung lượng: 64 GB | Camera sau: Chính 13 MP & Phụ 0.08 MP | Camera trước: 5 MP | Pin 5000 mAh,  Sạc 10 W",2.790.000,https://cdn.tgdd.vn/Products/Images/42/322919/realme-c60-blue-thumb-600x600.jpg
Điện thoại,Nokia,Nokia 8210 4G,"Màn hình 2.8"" | Camera sau 0.3 MP | 2 Nano SIM, Hỗ trợ 4G | Thẻ nhớ MicroSD, hỗ trợ tối đa 32 GB | Pin 1450 mAh",1.590.000,https://cdn.tgdd.vn/Products/Images/42/286060/Nokia 8210-do-thumb-600x600.jpg
Điện thoại,Nokia,Nokia 215 4G,"Màn hình 2.4"", 256.000 màu | 2 Nano SIM, Hỗ trợ 4G | Thẻ nhớ MicroSD, hỗ trợ tối đa 32 GB | Pin 1150 mAh",990.000,https://cdn.tgdd.vn/Products/Images/42/228366/nokia-215-xanh-ngoc-new-600x600-600x600.jpg
Điện thoại,Nokia,Nokia 110 4G Pro,"Màn hình 1.77"", 65.000 màu | Camera sau QVGA (320 x 240 pixels) | 2 Nano SIM, Hỗ trợ 4G VoLTE | Thẻ nhớ MicroSD, hỗ trợ tối đa 32 GB | Pin 1450 mAh",720.000,https://cdn.tgdd.vn/Products/Images/42/311034/nokia-110-4g-tim-thumb-600x600.jpg
Điện thoại,Nokia,Nokia 105 4G Pro,"Màn hình 1.77"", 65.000 màu | 2 Nano SIM, Hỗ trợ 4G | Thẻ nhớ MicroSD, hỗ trợ tối đa 32 GB | Pin 1450 mAh",680.000,https://cdn.tgdd.vn/Products/Images/42/311033/nokia-105-4g-xanh-thumbnail-600x600.jpg
Điện thoại,Nokia,Nokia 105,"Màn hình 1.8"", 65.536 màu | 2 Nano SIM, Hỗ trợ 4G VoLTE | Pin 1020 mAh",610.000,https://cdn.tgdd.vn/Products/Images/42/240194/nokia-105-4g-blue-600x600.jpg
Điện thoại,Tcl,TCL 40 NXTPAPER,"Chip MediaTek Helio G88 | RAM: 8 GB | Dung lượng: 256 GB | Camera sau: Chính 50 MP & Phụ 5 MP, 2 MP | Camera trước: 32 MP | Pin 5010 mAh,  Sạc 33 W",3.990.000,https://cdn.tgdd.vn/Products/Images/42/324995/tcl-40-nxtpaper-thumb-1-600x600.jpg
Điện thoại,Tcl,TCL 505,"Chip MediaTek Helio G36 8 nhân | RAM: 4 GB | Dung lượng: 128 GB | Camera sau: Chính 50 MP & Phụ 2 MP | Camera trước: 5 MP | Pin 5010 mAh,  Sạc 10 W",2.690.000,https://cdn.tgdd.vn/Products/Images/42/325365/tcl-505-xanh-thumb-1-600x600.jpg
Điện thoại,Tcl,TCL 406s,"Chip MediaTek MT6762 (Helio P22) | RAM: 4 GB | Dung lượng: 64 GB | Camera sau: Chính 13 MP & Phụ 2 MP | Camera trước: 5 MP | Pin 5000 mAh,  Sạc 10 W",1.990.000,https://cdn.tgdd.vn/Products/Images/42/324994/tcl-406s-blue-thumb-600x600.jpg
