category,sub_category,title,description,price,image_url
Đồng hồ thông minh,Garmin,Garmin Venu 3 45mm dây silicone,"Màn hình: AMOLED, 1.4 inch | Theo dõi sức khỏe: Đề xuất thời gian nghỉ ngơi, Đếm số bước chân, Đo nồng độ oxy (SpO2) | Thông báo ứng dụng: Zalo, Nội dung tin nhắn, Messenger (Facebook)",11.670.000,https://cdn.tgdd.vn/Products/Images/7077/313828/garmin-venu-3-day-silicone-trang-tn-600x600.jpg
Đồng hồ thông minh,Garmin,Garmin Venu 3S 41mm dây silicone,"Màn hình: AMOLED, 1.2 inch | Theo dõi sức khỏe: Đề xuất thời gian nghỉ ngơi, Đếm số bước chân, Đo nồng độ oxy (SpO2) | Thông báo ứng dụng: Zalo, Nội dung tin nhắn, Messenger (Facebook)",11.670.000,https://cdn.tgdd.vn/Products/Images/7077/313829/garmin-venu-3s-day-silicone-hong-tn-1-2-600x600.jpg
Đồng hồ thông minh,Garmin,Garmin Forerunner 265 Music 46.1mm dây silicone,"Màn hình: AMOLED, 1.3 inch | Theo dõi sức khỏe: Đếm số bước chân, Đánh giá chỉ số trẻ hóa của cơ thể (Fitness Age), Đo nồng độ oxy (SpO2) | Chế độ luyện tập: Đạp xe, Đi bộ đường dài, Đi bộ | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",11.100.000,https://cdn.tgdd.vn/Products/Images/7077/305882/garmin-forerunner-265-trang-tn-2-600x600.jpg
Đồng hồ thông minh,Garmin,Garmin Forerunner 265S 41.7mm dây silicone,"Màn hình: AMOLED, 1.1 inch | Theo dõi sức khỏe: Đề xuất thời gian nghỉ ngơi, Đếm số bước chân, Đo nồng độ oxy (SpO2) | Chế độ luyện tập: Đạp xe, Yoga, Leo núi | Thông báo ứng dụng: Zalo, Viber, Nội dung tin nhắn",11.100.000,https://cdn.tgdd.vn/Products/Images/7077/310710/garmin-forerunner-265s-den-day-silicone-tb-600x600.jpg
Đồng hồ thông minh,Garmin,Garmin Venu 2 45.4mm dây silicone,"Màn hình: AMOLED, 1.3 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Chế độ luyện tập: Đạp xe, Đi bộ, Yoga | Thông báo ứng dụng: Zalo, Viber, Nội dung tin nhắn",7.470.000,https://cdn.tgdd.vn/Products/Images/7077/241947/venu-2-day-silicone-den-tn-1-600x600.jpg
Đồng hồ thông minh,Garmin,Garmin Venu SQ 2 40.6mm dây silicone,"Màn hình: AMOLED, 1.41 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Chế độ luyện tập: Đạp xe, Đi bộ, Yoga | Thông báo ứng dụng: Zalo, Viber, Nội dung tin nhắn",6.160.000,https://cdn.tgdd.vn/Products/Images/7077/287372/garmin-venu-sq-2-xanh-tn-2-600x600.jpg
Đồng hồ thông minh,Huawei,Huawei Watch GT 4 41mm dây da,"Màn hình: AMOLED, 1.32 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",4.990.000,https://cdn.tgdd.vn/Products/Images/7077/324077/huawei-watch-gt4-41-day-da-tb-1-600x600.jpg
Đồng hồ thông minh,Huawei,Huawei Watch GT 4 46mm dây da,"Màn hình: AMOLED, 1.43 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",4.990.000,https://cdn.tgdd.vn/Products/Images/7077/324078/huawei-watch-gt4-46-day-da-tb-1-600x600.jpg
Đồng hồ thông minh,Huawei,Huawei Watch GT 4 46mm dây Hybrid Woven,"Màn hình: AMOLED, 1.43 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",4.990.000,https://cdn.tgdd.vn/Products/Images/7077/324079/huawei-watch-gt4-46-day-woven-tb-1-600x600.jpg
Đồng hồ thông minh,Huawei,Huawei Watch GT 4 46mm dây cao su,"Màn hình: AMOLED, 1.43 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",4.490.000,https://cdn.tgdd.vn/Products/Images/7077/324080/huawei-watch-gt4-46-day-cao-su-tb-1-600x600.jpg
Đồng hồ thông minh,Huawei,Huawei Watch Fit 3 43.2mm dây silicone,"Màn hình: AMOLED, 1.82 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Viber, Tin nhắn",2.790.000,https://cdn.tgdd.vn/Products/Images/7077/325375/huawei-watch-fit-3-pink-tn-600x600.jpg
Đồng hồ thông minh,Huawei,Huawei Band 9 dây cao su,"Màn hình: AMOLED, 1.47 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",890.000,https://cdn.tgdd.vn/Products/Images/7077/324733/huawei-band-9-thumb-den-1-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch5 40mm dây silicone,"Màn hình: SUPER AMOLED, 1.2 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Tin nhắn, Cuộc gọi",4.790.000,https://cdn.tgdd.vn/Products/Images/7077/284932/samsung-galaxy-watch5-tn-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Fit3 dây silicone,"Màn hình: AMOLED, 1.6 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, WhatsApp, Viber",1.190.000,https://cdn.tgdd.vn/Products/Images/7077/321616/samsung-galaxy-fit3-den-xam-thumb-1-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch5 Pro LTE 45mm dây silicone,"Màn hình: SUPER AMOLED, 1.4 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Tin nhắn, Cuộc gọi",6.490.000,https://cdn.tgdd.vn/Products/Images/7077/285263/samsung-galaxy-watch5-pro-lte-den-tn-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch4 40mm dây silicone,"Màn hình: SUPER AMOLED, 1.2 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Tin nhắn, Cuộc gọi",2.990.000,https://cdn.tgdd.vn/Products/Images/7077/248752/samsung-galaxy-watch-4-40mm-tn-2-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch6 Classic LTE 47mm dây silicone,"Màn hình: SUPER AMOLED, 1.5 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",7.790.000,https://cdn.tgdd.vn/Products/Images/7077/309543/samsung-galaxy-watch6-classic-lte-47-mm-den-ksp-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch6 Classic 47mm dây silicone,"Màn hình: SUPER AMOLED, 1.5 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",7.490.000,https://cdn.tgdd.vn/Products/Images/7077/310858/samsung-galaxy-watch6-classic-47-mm-bac-ksp-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch6 Classic LTE 43mm dây silicone,"Màn hình: SUPER AMOLED, 1.3 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",7.290.000,https://cdn.tgdd.vn/Products/Images/7077/310861/samsung-galaxy-watch6-classic-lte-43-mm-den-ksp-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch6 Classic 43mm dây silicone,"Màn hình: SUPER AMOLED, 1.3 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",6.990.000,https://cdn.tgdd.vn/Products/Images/7077/310856/samsung-galaxy-watch6-classic-43-mm-bac-ksp-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch5 Pro 45mm dây silicone,"Màn hình: SUPER AMOLED, 1.4 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Tin nhắn, Cuộc gọi",5.990.000,https://cdn.tgdd.vn/Products/Images/7077/284933/samsung-galaxy-watch5-pro-xam-tn-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch6 LTE 40mm dây silicone,"Màn hình: SUPER AMOLED, 1.3 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",5.790.000,https://cdn.tgdd.vn/Products/Images/7077/310851/samsung-galaxy-watch6-40mm-lte-den-ksp-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch6 40mm dây silicone,"Màn hình: SUPER AMOLED, 1.3 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",5.490.000,https://cdn.tgdd.vn/Products/Images/7077/310849/samsung-galaxy-watch6-40mm-vang-ksp-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch6 LTE 44mm dây silicone,"Màn hình: SUPER AMOLED, 1.5 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",4.890.000,https://cdn.tgdd.vn/Products/Images/7077/309542/samsung-galaxy-watch6-44mm-lte-den-ksp-600x600.jpg
Đồng hồ thông minh,Samsung,Samsung Galaxy Watch6 44mm dây silicone,"Màn hình: SUPER AMOLED, 1.5 inch | Theo dõi sức khỏe: Đếm số bước chân, Đo nồng độ oxy (SpO2), Đo nhịp tim | Thông báo ứng dụng: Zalo, Tin nhắn, Messenger (Facebook)",4.390.000,https://cdn.tgdd.vn/Products/Images/7077/310850/samsung-galaxy-watch6-44mm-bac-ksp-600x600.jpg
